No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF,∆ INGRESOS OPERACIONALES 2017-2018,∆ GANANCIA (PERDIDA) 2017-2018,∆ ACTIVOS 2017-2018,∆ TOTAL PASIVOS 2017-2018,∆ TOTAL PATRIMONIO 2017-2018
79,830035246,Dell Colombia INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,3833971130.0,34467080.0,2771056410.0,2672983360.0,98073050.0,2722228330.0,-13478810.0,1727901750.0,1676339200.0,51562550.0,NIIF PLENAS-GRUPO 1,1111742800.0,47945890.0,1043154660.0,996644160.0,46510500.0
80,817002510,CARVAJAL PULPA Y PAPEL ZONA FRANCA PERMANENTE ESPECIAL,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CALOTO-CAUCA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,2963843670.0,406605320.0,1070755260.0,263141660.0,807613600.0,2815428220.0,311991450.0,907993810.0,232098410.0,675895400.0,NIIF PLENAS-GRUPO 1,148415450.0,94613870.0,162761450.0,31043250.0,131718200.0
81,832006599,CSS CONSTRUCTORES SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,5794154960.0,1477854440.0,20323564640.0,6744816890.0,13578747750.0,4560104900.0,936486350.0,16962520120.0,6498743140.0,10463776980.0,NIIF PLENAS-GRUPO 1,1234050060.0,541368090.0,3361044520.0,246073750.0,3114970770.0
82,900199343,AMERICAS STYRENICS DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2013 - Fabricación de plásticos en formas primarias,MANUFACTURA,3970376020.0,107431480.0,2092584230.0,569088910.0,1523495320.0,3803616370.0,162122370.0,2075781970.0,307274980.0,1768506990.0,NIIF PLENAS-GRUPO 1,166759650.0,-54690890.0,16802260.0,261813930.0,-245011670.0
84,860533413,IRCC S.A.S INDUSTRIA DE RESTAURANTES CASUALES S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5611 - Expendio a la mesa de comidas preparadas,SERVICIOS,3906320610.0,-56266740.0,1984467710.0,1772546540.0,211921170.0,3633303560.0,-86557410.0,1951613350.0,1683728960.0,267884390.0,NIIF PLENAS-GRUPO 1,273017050.0,30290670.0,32854360.0,88817580.0,-55963220.0
85,817001644,GENFAR SA,SUPERSOCIEDADES,Costa Pacífica,CAUCA,VILLA-RICA-CAUCA,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,3915562610.0,-406443680.0,2913730840.0,1758041600.0,1155689240.0,3946350530.0,202156180.0,3646866060.0,2084733140.0,1562132920.0,NIIF PLENAS-GRUPO 1,-30787920.0,-608599860.0,-733135220.0,-326691540.0,-406443680.0
86,817003055,TECNOFAR TQ S.A.S.,SUPERSOCIEDADES,Costa Pacífica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,2821043570.0,882704680.0,3747906120.0,571117400.0,3176788720.0,2225907740.0,753124790.0,2458044360.0,640423600.0,1817620760.0,NIIF PLENAS-GRUPO 1,595135830.0,129579890.0,1289861760.0,-69306200.0,1359167960.0
87,860031606,DIANA CORPORACION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,10805453660.0,6996880.0,6558470520.0,5205197930.0,1353272590.0,10472280340.0,-69944010.0,6020019360.0,4804202840.0,1215816520.0,NIIF PLENAS-GRUPO 1,333173320.0,76940890.0,538451160.0,400995090.0,137456070.0
88,891301549,NUTRIENTES AVICOLAS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,A0145 - Cría de aves de corral,AGROPECUARIO,1609172230.0,20462370.0,1693000860.0,1177089810.0,515911050.0,1567333850.0,17853580.0,1449194690.0,993337990.0,455856700.0,NIIF PLENAS-GRUPO 1,41838380.0,2608790.0,243806170.0,183751820.0,60054350.0
89,860509514,AUTOGERMANA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,6149081630.0,152026830.0,4593183900.0,3746955960.0,846227940.0,4886691780.0,93709830.0,4208601040.0,3349883600.0,858717440.0,NIIF PLENAS-GRUPO 1,1262389850.0,58317000.0,384582860.0,397072360.0,-12489500.0
90,830043084,C I CARBOCOQUE S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1910 - Fabricación de productos de hornos de coque,MANUFACTURA,3990618180.0,411095790.0,2099077690.0,1447970040.0,651107650.0,2941192860.0,342679800.0,1833118690.0,1449906840.0,383211850.0,NIIF PLENAS-GRUPO 1,1049425320.0,68415990.0,265959000.0,-1936800.0,267895800.0
91,860025639,MITSUBISHI ELECTRIC DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4329 - Otras instalaciones especializadas,CONSTRUCCIÓN,1912910320.0,187793330.0,2071358940.0,880383000.0,1190975940.0,2050397020.0,161427590.0,1467916840.0,850319190.0,617597650.0,NIIF PLENAS-GRUPO 1,-137486700.0,26365740.0,603442100.0,30063810.0,573378290.0
93,890900285,COMPAÑIA DE EMPAQUES S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,"C1392 - Confeccion de articulos con materiales textiles, excepto prendas de vestir",MANUFACTURA,2105470880.0,110525840.0,4119091140.0,1752873120.0,2366218020.0,1953055850.0,91556100.0,3738263510.0,1615559410.0,2122704100.0,NIIF PLENAS-GRUPO 1,152415030.0,18969740.0,380827630.0,137313710.0,243513920.0
94,890901672,CRYSTAL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA-ANTIOQUIA,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,7280540270.0,76942010.0,6778266760.0,4108467320.0,2669799440.0,6867497500.0,-38101400.0,6809699690.0,4143642260.0,2666057430.0,NIIF PLENAS-GRUPO 1,413042770.0,115043410.0,-31432930.0,-35174940.0,3742010.0
95,860006282,HB ESTRUCTURAS METALICAS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,1940352720.0,41205880.0,4466173220.0,2056318940.0,2409854280.0,1444286150.0,52795070.0,3997745690.0,1633542010.0,2364203680.0,NIIF PLENAS-GRUPO 1,496066570.0,-11589190.0,468427530.0,422776930.0,45650600.0
97,890300431,CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C2731 - Fabricación de hilos y cables eléctricos y de fibra óptica,MANUFACTURA,7446520680.0,-132140050.0,6459950840.0,4813833670.0,1646117170.0,6702571700.0,-94940010.0,6063207220.0,4416465700.0,1646741520.0,NIIF PLENAS-GRUPO 1,743948980.0,-37200040.0,396743620.0,397367970.0,-624350.0
98,890300292,Laboratorios Baxter S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,5885503930.0,765147160.0,7791705220.0,1909920870.0,5881784350.0,5519795970.0,518100620.0,8055803910.0,2119166710.0,5936637200.0,NIIF PLENAS-GRUPO 1,365707960.0,247046540.0,-264098690.0,-209245840.0,-54852850.0
100,890922323,AUTOMONTAÑA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1581724850.0,17603060.0,367394080.0,314842270.0,52551810.0,1356034030.0,4054880.0,418582150.0,383633400.0,34948750.0,NIIF PYMES-GRUPO 2,225690820.0,13548180.0,-51188070.0,-68791130.0,17603060.0
101,817000680,"""FAMILIA DEL PACIFICO S.A.S """,SUPERSOCIEDADES,Costa Pacífica,CAUCA,GUACHENE-CAUCA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,6068514330.0,1296859430.0,4336402700.0,1158821770.0,3177580930.0,6025753620.0,1499877780.0,4577046390.0,1231455320.0,3345591070.0,NIIF PLENAS-GRUPO 1,42760710.0,-203018350.0,-240643690.0,-72633550.0,-168010140.0
102,860000996,RACAFE & CIA SCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1061 - Trilla de café,MANUFACTURA,8050451800.0,64030140.0,3289180120.0,2256456760.0,1032723360.0,8544636140.0,28726100.0,3915892270.0,2863238890.0,1052653380.0,NIIF PLENAS-GRUPO 1,-494184340.0,35304040.0,-626712150.0,-606782130.0,-19930020.0
103,830022462,ORICA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,MANUFACTURA,1717515280.0,108920360.0,1212163090.0,599133480.0,613029610.0,1529027640.0,94522610.0,946480020.0,278650230.0,667829790.0,NIIF PLENAS-GRUPO 1,188487640.0,14397750.0,265683070.0,320483250.0,-54800180.0
104,860030380,DHL GLOBAL FORWARDING COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H5229 - Otras actividades complementarias al transporte,SERVICIOS,2488038690.0,30679070.0,835829850.0,423213830.0,412616020.0,2531467020.0,-6204990.0,853613690.0,469738440.0,383875250.0,NIIF PLENAS-GRUPO 1,-43428330.0,36884060.0,-17783840.0,-46524610.0,28740770.0
105,900192711,CONSTRUCTORA CAPITAL BOGOTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,4190291050.0,414987190.0,10944372810.0,8287132140.0,2657240670.0,3459876640.0,331043270.0,8467367120.0,6090245320.0,2377121800.0,NIIF PLENAS-GRUPO 1,730414410.0,83943920.0,2477005690.0,2196886820.0,280118870.0
106,891000324,GASEOSAS DE CORDOBA S.A.S,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,4124984110.0,218234080.0,4245104020.0,1221663200.0,3023440820.0,3958021300.0,128016940.0,3961840120.0,718516390.0,3243323730.0,NIIF PLENAS-GRUPO 1,166962810.0,90217140.0,283263900.0,503146810.0,-219882910.0
107,860000452,MANUFACTURAS ELIOT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,6907782340.0,-185317440.0,8079628930.0,4860442870.0,3219186060.0,6478505500.0,32780410.0,8086554290.0,4463700890.0,3622853400.0,NIIF PLENAS-GRUPO 1,429276840.0,-218097850.0,-6925360.0,396741980.0,-403667340.0
108,800057310,NEC DE COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,1697367240.0,20543860.0,1920197490.0,1861374300.0,58823190.0,1693658760.0,-365726160.0,1708170080.0,1646089270.0,62080810.0,NIIF PLENAS-GRUPO 1,3708480.0,386270020.0,212027410.0,215285030.0,-3257620.0
111,800200598,PRODESA Y CIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,2717786050.0,125062250.0,5509691430.0,4504764280.0,1004927150.0,2718415170.0,186044340.0,5374238230.0,4484517890.0,889720340.0,NIIF PLENAS-GRUPO 1,-629120.0,-60982090.0,135453200.0,20246390.0,115206810.0
112,900351736,DREAM REST COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA,C3120 - Fabricación de colchones y somieres,MANUFACTURA,1438692530.0,69790750.0,1258789720.0,868821960.0,389967760.0,907403100.0,29367770.0,618217950.0,423299470.0,194918480.0,NIIF PYMES-GRUPO 2,531289430.0,40422980.0,640571770.0,445522490.0,195049280.0
113,800215065,COORDINADORA DE SERVICIOS DE PARQUE CEMENTERIO S.A.S. COORSERPARK S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,S9603 - Pompas fúnebres y actividades relacionadas,SERVICIOS,1467837180.0,24845720.0,444376150.0,284021950.0,160354200.0,1257273890.0,8260840.0,362366720.0,241667200.0,120699520.0,NIIF PYMES-GRUPO 2,210563290.0,16584880.0,82009430.0,42354750.0,39654680.0
114,817002676,PAPELES DEL CAUCA S.A.,SUPERSOCIEDADES,Costa Pacífica,CAUCA,PUERTO-TEJADA-CAUCA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,3476583450.0,181802660.0,3751856300.0,1014275330.0,2737580970.0,2933234810.0,152317410.0,4100643480.0,1346864930.0,2753778550.0,NIIF PLENAS-GRUPO 1,543348640.0,29485250.0,-348787180.0,-332589600.0,-16197580.0
115,900585053,TRAFIGURA ENERGY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,5597824400.0,-7286040.0,4222040620.0,4180396210.0,41644410.0,3962470380.0,13898600.0,2029347040.0,1980416590.0,48930450.0,NIIF PYMES-GRUPO 2,1635354020.0,-21184640.0,2192693580.0,2199979620.0,-7286040.0
116,860002541,CLINICA DE MARLY S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"Q8610 - Actividades de hospitales y clinicas, con internacion",SERVICIOS,1857228670.0,228785180.0,3586696480.0,1115235340.0,2471461140.0,1704686190.0,199343290.0,3298418560.0,1026734680.0,2271683880.0,NIIF PLENAS-GRUPO 1,152542480.0,29441890.0,288277920.0,88500660.0,199777260.0
117,900226684,C.I BULK TRADING SUR AMERICA S.A.S,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,2835888670.0,14793190.0,1031013730.0,1055963920.0,-24950190.0,1860453470.0,605310.0,758808620.0,798552000.0,-39743380.0,NIIF PLENAS-GRUPO 1,975435200.0,14187880.0,272205110.0,257411920.0,14793190.0
118,860058975,NEXARTE SERVICIOS TEMPORALES S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,2038328280.0,-4173030.0,375087660.0,272519150.0,102568510.0,1812856420.0,2910800.0,318825940.0,219346680.0,99479260.0,NIIF PYMES-GRUPO 2,225471860.0,-7083830.0,56261720.0,53172470.0,3089250.0
120,900047822,PETROBRAS COLOMBIA COMBUSTIBLES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,9340786440.0,49287760.0,1751007840.0,621447550.0,1129560290.0,8080985270.0,35516380.0,1536957410.0,456684880.0,1080272530.0,NIIF PLENAS-GRUPO 1,1259801170.0,13771380.0,214050430.0,164762670.0,49287760.0
121,900677748,Unilever Colombia SCC S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,9504817110.0,99153380.0,6066759110.0,5334489850.0,732269260.0,7194381690.0,13131320.0,4177070520.0,3543954640.0,633115880.0,NIIF PLENAS-GRUPO 1,2310435420.0,86022060.0,1889688590.0,1790535210.0,99153380.0
123,860000656,HMV INGENIEROS LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,1758493390.0,40737020.0,1901622950.0,1036766440.0,864856510.0,2054233520.0,102513890.0,1995541240.0,1166902310.0,828638930.0,NIIF PLENAS-GRUPO 1,-295740130.0,-61776870.0,-93918290.0,-130135870.0,36217580.0
124,891300513,INGENIO PICHICHI S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,C1071 - Elaboración y refinación de azúcar,MANUFACTURA,2292619760.0,-122226790.0,5338102660.0,2173756920.0,3164345740.0,2609346740.0,90694860.0,3575520460.0,1820664630.0,1754855830.0,NIIF PLENAS-GRUPO 1,-316726980.0,-212921650.0,1762582200.0,353092290.0,1409489910.0
125,890905627,CASA BRITANICA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2691247580.0,14046560.0,1266655330.0,576740980.0,689914350.0,2735004020.0,13010300.0,1357296930.0,681429130.0,675867800.0,NIIF PYMES-GRUPO 2,-43756440.0,1036260.0,-90641600.0,-104688150.0,14046550.0
126,860002536,COMPAÑIA COLOMBIANA DE CERAMICA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2393 - Fabricación de otros productos de cerámica y porcelana,MANUFACTURA,10899898180.0,-491121770.0,12991524940.0,8055781560.0,4935743380.0,10792459330.0,46058130.0,12555959070.0,7330201540.0,5225757530.0,NIIF PLENAS-GRUPO 1,107438850.0,-537179900.0,435565870.0,725580020.0,-290014150.0
127,860515770,ESTRELLA INTERNATIONAL ENERGY SERVICES SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,1852642170.0,-114967360.0,5299362810.0,2628177310.0,2671185500.0,1460982770.0,-509220680.0,2159139010.0,1621942280.0,537196730.0,NIIF PLENAS-GRUPO 1,391659400.0,394253320.0,3140223800.0,1006235030.0,2133988770.0
129,800229035,TECNOGLASS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2310 - Fabricación de vidrio y productos de vidrio,MANUFACTURA,5638919780.0,-95433110.0,7485623520.0,6061244180.0,1424379340.0,4836505600.0,-44979070.0,6945927200.0,5343080150.0,1602847050.0,NIIF PLENAS-GRUPO 1,802414180.0,-50454040.0,539696320.0,718164030.0,-178467710.0
130,860013951,G4S SECURESOLUTIONS COLOMBIA SA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8010 - Actividades de seguridad privada,SERVICIOS,25661921646.0,524197408.0,8167080166.0,3553986306.0,461309386.0,2643401470.0,83740830.0,846861230.0,437791650.0,409069580.0,NIIF PLENAS-GRUPO 1,23018520176.0,440456578.0,7320218936.0,3116194656.0,52239806.0
132,800019615,SYMRISE LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,1355329180.0,188802330.0,1267748320.0,287741700.0,980006620.0,1244478540.0,183646080.0,1162131000.0,322652410.0,839478590.0,NIIF PLENAS-GRUPO 1,110850640.0,5156250.0,105617320.0,-34910710.0,140528030.0
134,890911431,CONINSA RAMON H S.A,SUPERSUCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,2268320960.0,123415130.0,5327060760.0,3515326250.0,1811734510.0,2054083990.0,111461890.0,4646102750.0,2935282240.0,1710820510.0,NIIF PLENAS-GRUPO 1,214236970.0,11953240.0,680958010.0,580044010.0,100914000.0
135,900386417,IDEMIA COLOMBIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C1811 - Actividades de impresión,MANUFACTURA,1558498720.0,239055780.0,1485328830.0,608262950.0,877065880.0,1239842330.0,116453160.0,1146872620.0,397702530.0,749170090.0,NIIF PLENAS-GRUPO 1,318656390.0,122602620.0,338456210.0,210560420.0,127895790.0
136,800204462,EQUIRENT S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N7710 - Alquiler y arrendamiento de vehículos automotores,SERVICIOS,1978490900.0,418874540.0,5740444740.0,3678012610.0,2062432130.0,1660011910.0,206093490.0,3978516230.0,2482172120.0,1496344110.0,NIIF PLENAS-GRUPO 1,318478990.0,212781050.0,1761928510.0,1195840490.0,566088020.0
138,815002936,CRISTAR S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C2310 - Fabricación de vidrio y productos de vidrio,MANUFACTURA,1925934060.0,306458940.0,2769317010.0,670877620.0,2098439390.0,1907837210.0,325960040.0,2735914930.0,624463280.0,2111451650.0,NIIF PLENAS-GRUPO 1,18096850.0,-19501100.0,33402080.0,46414340.0,-13012260.0
139,890301291,ELI LILLY INTERAMERICANA INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,3077511010.0,238717050.0,2467509010.0,355455080.0,2112053930.0,2916734730.0,146487530.0,2618636690.0,773680420.0,1844956270.0,NIIF PLENAS-GRUPO 1,160776280.0,92229520.0,-151127680.0,-418225340.0,267097660.0
140,860005080,THOMAS GREG & SONS DE COLOMBIA  S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1811 - Actividades de impresión,MANUFACTURA,1363599070.0,27312970.0,1576381080.0,996514500.0,579866580.0,1147870570.0,48289440.0,1548184420.0,980078040.0,568106380.0,NIIF PLENAS-GRUPO 1,215728500.0,-20976470.0,28196660.0,16436460.0,11760200.0
141,900818921,KOPPS COMMERCIAL S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,46802380040.0,1943457140.0,28087832410.0,25114064970.0,2973767440.0,955760640.0,303861160.0,1227579920.0,197269620.0,1030310300.0,NIIF PYMES-GRUPO 2,45846619400.0,1639595980.0,26860252490.0,24916795350.0,1943457140.0
142,830013774,INDRA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,1743089480.0,100947330.0,1316080490.0,756985860.0,559094630.0,1399608110.0,72893560.0,996213730.0,538066420.0,458147310.0,NIIF PLENAS-GRUPO 1,343481370.0,28053770.0,319866760.0,218919440.0,100947320.0
143,860001899,CORPACERO SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,2438178390.0,-260125140.0,4366438770.0,2113865560.0,2252573210.0,2383575330.0,-18403800.0,4404707890.0,1892009540.0,2512698350.0,NIIF PLENAS-GRUPO 1,54603060.0,-241721340.0,-38269120.0,221856020.0,-260125140.0
144,800213075,RESTCAFE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5611 - Expendio a la mesa de comidas preparadas,SERVICIOS,1451801710.0,-136503970.0,1020438750.0,868967810.0,151470940.0,1548537300.0,-114292450.0,1118304870.0,891066420.0,227238450.0,NIIF PLENAS-GRUPO 1,-96735590.0,-22211520.0,-97866120.0,-22098610.0,-75767510.0
145,890941663,DISTRIBUIDORA PASTEUR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",COMERCIO,2902109550.0,23037540.0,2029335110.0,590969280.0,1438365830.0,2923487750.0,55062570.0,1835740620.0,588146490.0,1247594130.0,NIIF PYMES-GRUPO 2,-21378200.0,-32025030.0,193594490.0,2822790.0,190771700.0
146,900934851,GASTRONOMIA ITALIANA EN COLOMBIA  SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,I5619 - Otros tipos de expendio de comidas preparadas n.c.p.,SERVICIOS,1932755240.0,-49246360.0,1696287680.0,511832850.0,1184454830.0,1905107920.0,-69386780.0,1510385760.0,448815270.0,1061570490.0,NIIF PLENAS-GRUPO 1,27647320.0,20140420.0,185901920.0,63017580.0,122884340.0
147,830011337,CLARIANT COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,1372782580.0,134745470.0,976507440.0,430061390.0,546446050.0,1363189430.0,160584780.0,987502270.0,375801690.0,611700580.0,NIIF PLENAS-GRUPO 1,9593150.0,-25839310.0,-10994830.0,54259700.0,-65254530.0
